CICLO,EVENTO,LOTE,SUP,pp Nov,pp Dic,pp Ene,IPC,EROSION POTENCIAL,EVI 1 Nov media,EVI 1 Nov min,EVI 1 Nov max,EVI 17 Nov media,EVI 17 Nov min,EVI 17 Nov max,EVI 3 Dic media,EVI 3 Dic min,EVI 3 Dic max,EVI 19 Dic media,EVI 19 Dic min,EVI 19 Dic max,EVI 1 Ene media,EVI 1 Ene min,EVI 1 Ene max,EVI 17 Ene media,EVI 17 Ene min,EVI 17 Ene max,EVI 2 Feb media,EVI 2 Feb min,EVI 2 Feb max,RINDE,H_Nov,H_Dic,H_Ene,T_Med_Nov,T > 33 Nov,T_Med_Dic,T > 33 Dic,T_Med_Ene,T > 33 Ene
2006/07,Niño,13,98.4,317,466,209,None,None,0.49096923076923105,0.4418,0.5219,0.659946153846154,0.6259,0.7057,0.691038461538462,0.6166,0.734,0.637792307692308,0.5667,0.6606,0.6199,0.5849,0.6645,0.575292307692308,0.5293,0.6945,0.381284615384615,0.3295,0.6433,8548,1082,1672,904,20.7,0,24.3,1,24.2,2
2007/08,Niña,PROGRESO,137.8,50,163,207,32,moderadamente susceptible,0.283926666666667,0.2522,0.3184,0.5105666666666671,0.3924,0.6209,0.582173333333333,0.4971,0.7462,0.590006666666667,0.5383,0.6729,0.563673333333333,0.5019,0.6065,0.535986666666667,0.4979,0.5837,0.277513333333333,0.2067,0.3431,6462,500,651,1012,20.3,1,23.6,3,25.2,9
2007/08,Niña,SAN FRANCISCO B,66.7,51,163,206,40,moderadamente susceptible,0.26344285714285703,0.2122,0.3381,0.529628571428571,0.4338,0.5979,0.670485714285714,0.6412,0.7121,0.674528571428571,0.6538,0.7083,0.660528571428571,0.5793,0.7633,0.6229714285714291,0.5623,0.6677,0.344485714285714,0.2865,0.3949,6688,508,643,1007,20.3,1,23.6,3,25.2,9
2007/08,Niña,SAN FRANCISCO C,118.2,55,164,202,52,moderadamente susceptible,0.238238461538462,0.1987,0.3251,0.5333,0.4852,0.5751,0.684723076923077,0.5757,0.7583,0.702669230769231,0.6167,0.7437,0.7656461538461541,0.6259,0.8135,0.6395615384615381,0.5347,0.676,0.375592307692308,0.3388,0.4519,6244,509,641,1009,20.3,1,23.6,3,25.2,9
2007/08,Niña,3C3,62.4,55,164,202,30,altamente susceptible,0.291028571428571,0.2189,0.3998,0.479885714285714,0.3906,0.5859,0.627242857142857,0.5667,0.6752,0.562728571428571,0.5152,0.6257,0.5197428571428571,0.3871,0.6258,0.579,0.5171,0.6388,0.29977142857142897,0.2553,0.3311,7429,512,639,1010,20.3,1,23.6,3,25.2,9
2007/08,Niña,6 OESTE,56.5,55,164,202,50,practicamente no susceptible,0.38285,0.3252,0.4221,0.6396,0.5988,0.6736,0.6346,0.5889,0.6737,0.46,0.2403,0.5261,0.4562,0.3838,0.5509,0.3504,0.1956,0.4439,0.2012,0.193,0.2152,4774,523,633,1012,20.3,1,23.6,3,25.2,9
2007/08,Niña,6 NORTE,129.6,55,164,202,50,practicamente no susceptible,0.240914285714286,0.1994,0.3898,0.434914285714286,0.3586,0.552,0.533907142857143,0.3897,0.6708,0.508135714285714,0.392,0.5773,0.470207142857143,0.3903,0.5606,0.333421428571429,0.2359,0.4736,0.214521428571429,0.1655,0.3179,4151,530,624,1017,20.3,1,23.6,3,25.2,9
2007/08,Niña,9 OESTE,133.8,55,164,202,34,practicamente no susceptible,0.391606666666667,0.2701,0.49,0.54022,0.4121,0.5971,0.601,0.4854,0.6493,0.456186666666667,0.3294,0.5378,0.387753333333333,0.2887,0.524,0.276233333333333,0.207,0.497,0.22708,0.1736,0.2872,5160,536,614,1025,20.3,1,23.6,3,25.2,9
2007/08,Niña,9 ESTE,116.4,55,164,202,73,levemente susceptible,0.260446153846154,0.2408,0.3048,0.518084615384615,0.2824,0.6075,0.622884615384615,0.5087,0.6954,0.556169230769231,0.5327,0.597,0.536653846153846,0.4885,0.7348,0.351423076923077,0.2822,0.6356,0.24170769230769198,0.1892,0.4165,4728,536,614,1025,20.3,1,23.6,3,25.2,9
2007/08,Niña,11 SUR,111.8,55,164,202,73,levemente susceptible,0.314066666666667,0.2616,0.3667,0.573741666666667,0.3592,0.6438,0.640708333333333,0.5105,0.7796,0.548858333333333,0.4388,0.6111,0.531691666666667,0.4728,0.5942,0.322483333333333,0.2504,0.5557,0.22611666666666702,0.2038,0.2879,5441,536,614,1025,20.3,1,23.6,3,25.2,9
2007/08,Niña,11 NORTE,35.6,55,164,202,73,levemente susceptible,0.269975,0.2639,0.2803,0.54365,0.5104,0.5804,0.6408,0.5858,0.7643,0.590975,0.567,0.632,0.554975,0.5339,0.5796,0.37685,0.3539,0.4105,0.2191,0.1946,0.2623,7073,530,621,1019,20.3,1,23.6,3,25.2,9
2007/08,Niña,1C3,106.5,55,164,202,50,practicamente no susceptible,0.219941666666667,0.1694,0.3415,0.371825,0.2802,0.4464,0.64295,0.562,0.7339,0.700758333333333,0.6362,0.7539,0.712683333333333,0.5993,0.7738,0.663791666666667,0.5537,0.7535,0.5145666666666671,0.4132,0.5743,9944,523,638,1007,20.3,1,23.6,3,25.2,9
2007/08,Niña,12 NORTE,55.1,55,164,202,73,levemente susceptible,0.371466666666667,0.3127,0.4103,0.619333333333333,0.4965,0.731,0.567383333333333,0.4826,0.6175,0.56245,0.5286,0.5829,0.51715,0.4907,0.5694,0.536566666666667,0.4716,0.5826,0.323066666666667,0.296,0.3546,5367,526,627,1016,20.3,1,23.6,3,25.2,9
2007/08,Niña,3D,169.8,55,164,202,34,practicamente no susceptible,0.288533333333333,0.2433,0.3899,0.5599,0.4471,0.6135,0.60295,0.5547,0.6756,0.571738888888889,0.4587,0.6412,0.5070444444444441,0.448,0.6203,0.297266666666667,0.254,0.3565,0.216338888888889,0.1757,0.328,6403,534,616,1023,20.3,1,23.6,3,25.2,9
2007/08,Niña,SAUCE C,101.0,55,164,202,32,moderadamente susceptible,0.2765,0.2473,0.3209,0.537727272727273,0.4789,0.6266,0.636181818181818,0.5991,0.7097,0.6213272727272731,0.4432,0.6679,0.576672727272727,0.3531,0.6917,0.4871,0.3579,0.5984,0.279336363636364,0.2165,0.3338,7810,515,640,1008,20.3,1,23.6,3,25.2,9
2007/08,Niña,7 NORTE A,170.3,55,164,202,50,practicamente no susceptible,0.371138888888889,0.3328,0.595,0.583405555555556,0.3632,0.7867,0.645172222222222,0.5176,0.6973,0.5484944444444441,0.3541,0.5969,0.47386111111111096,0.4322,0.551,0.422633333333333,0.372,0.5197,0.18417222222222202,0.1309,0.2929,6865,523,633,1012,20.3,1,23.6,3,25.2,9
2008/09,Niña,SAUCE A1,55.2,181,55,213,30,altamente susceptible,0.242166666666667,0.2093,0.2866,0.3012,0.2483,0.331,0.5014,0.461,0.5398,0.41063333333333296,0.3654,0.4652,0.3517,0.3196,0.3728,0.37066666666666703,0.3463,0.3984,0.2298,0.2006,0.2771,1776,984,240,793,24.1,7,24.1,5,25.1,5
2008/09,Niña,3C2 RIEGO,83.5,194,56,219,30,altamente susceptible,0.220322222222222,0.2014,0.2577,0.365455555555556,0.232,0.5021,0.587788888888889,0.433,0.7757,0.6308,0.3853,0.8057,0.543233333333333,0.3581,0.7635,0.541688888888889,0.3822,0.6079,0.361488888888889,0.2848,0.49,5645,986,241,787,24.1,7,24.1,5,25.1,5
2008/09,Niña,L8,113.3,194,56,219,73,levemente susceptible,0.373925,0.3488,0.4107,0.288983333333333,0.1851,0.3152,0.473383333333333,0.4526,0.4995,0.428375,0.3684,0.4741,0.283733333333333,0.2605,0.3086,0.271308333333333,0.2173,0.3504,0.20949166666666702,0.1557,0.2522,2166,994,242,786,24.1,7,24.1,5,25.1,5
2008/09,Niña,3C,79.0,194,56,219,73,levemente susceptible,0.3073,0.1893,0.366,0.34868888888888905,0.291,0.397,0.527366666666667,0.4467,0.644,0.409388888888889,0.3484,0.4971,0.223855555555556,0.1977,0.2508,0.233744444444444,0.1978,0.2756,0.38975555555555597,0.3238,0.5011,2646,994,242,786,24.1,7,24.1,5,25.1,5
2008/09,Niña,6 SUR,93.8,194,56,219,50,practicamente no susceptible,0.24728,0.222,0.3233,0.31462,0.2393,0.353,0.49118,0.4202,0.534,0.45111,0.3929,0.4738,0.35181,0.3403,0.3724,0.36865,0.2818,0.4157,0.24713,0.2206,0.2907,390,995,242,777,24.1,7,24.1,5,25.1,5
2008/09,Niña,6 ESTE,46.1,194,56,219,50,practicamente no susceptible,0.27894,0.2358,0.3541,0.25392,0.1973,0.293,0.41582,0.3966,0.4591,0.35594,0.3292,0.3792,0.25206,0.2247,0.3031,0.25144,0.1877,0.335,0.21428,0.1417,0.2881,1216,991,242,778,24.1,7,24.1,5,25.1,5
2008/09,Niña,2C2 RIEGO,91.6,194,56,219,50,practicamente no susceptible,0.35327,0.3096,0.3906,0.4747,0.2326,0.6378,0.61351,0.5454,0.6761,0.53496,0.4437,0.6228,0.28659,0.2261,0.3507,0.28638,0.2479,0.3712,0.45494,0.3514,0.5476,5851,1003,243,796,24.1,7,24.1,5,25.1,5
2008/09,Niña,LAS MONJAS,109.1,184,46,149,50,altamente susceptible,0.34858333333333297,0.3221,0.38,0.46653333333333297,0.3792,0.5424,0.476366666666667,0.3343,0.7162,0.440083333333333,0.3966,0.5386,0.329633333333333,0.2497,0.579,0.271,0.2207,0.3771,0.20489166666666703,0.1471,0.2682,2732,939,241,742,24.1,7,24.1,5,25.1,5
2008/09,Niña,14,99.0,173,46,192,58,practicamente no susceptible,0.293427272727273,0.2431,0.3413,0.40489090909090897,0.3574,0.4818,0.35997272727272694,0.3129,0.4314,0.337318181818182,0.2547,0.4053,0.228227272727273,0.1934,0.3188,0.200781818181818,0.1604,0.2853,0.208363636363636,0.1756,0.2459,1620,772,248,736,24.1,7,24.1,5,25.1,5
2008/09,Niña,16,85.0,173,46,192,26,moderadamente susceptible,0.30886,0.2809,0.3746,0.38643,0.275,0.4527,0.38965,0.2844,0.4488,0.35429,0.2403,0.4261,0.26228,0.195,0.3169,0.18203,0.1533,0.2409,0.17364,0.1465,0.2152,1820,780,246,748,24.1,7,24.1,5,25.1,5
2008/09,Niña,EL HEREDERO1,33.0,85,56,237,23,altamente susceptible,0.37868,0.3252,0.4245,0.34788,0.2714,0.4346,0.47766,0.4314,0.5874,0.39226,0.3079,0.4608,0.22908,0.2132,0.2481,0.27652,0.2156,0.3253,0.28206,0.1885,0.3472,2277,840,241,859,24.1,7,24.1,5,25.1,5
2008/09,Niña,LA QUERENCIA1,40.0,89,55,226,35,levemente susceptible,0.2647,0.2413,0.3071,0.36715,0.3029,0.4157,0.5033,0.3979,0.568,0.4881,0.3228,0.5687,0.365833333333333,0.28,0.4014,0.38565,0.3598,0.4008,0.37278333333333297,0.3574,0.4113,1941,865,241,862,24.1,7,24.1,5,25.1,5
2008/09,Niña,3,73.1,146,61,238,50,moderadamente susceptible,0.17449,0.1697,0.1842,0.28063,0.2497,0.3039,0.60643,0.5544,0.6903,0.6202,0.51,0.6634,0.49796,0.4114,0.5508,0.56059,0.4515,0.5994,0.40336,0.3727,0.4341,3259,929,259,810,24.1,7,24.1,5,25.1,5
2008/09,Niña,9,66.6,146,61,238,50,moderadamente susceptible,0.204988888888889,0.1706,0.2406,0.308688888888889,0.2651,0.3451,0.5731,0.4905,0.6736,0.534644444444444,0.3461,0.6084,0.46061111111111097,0.4256,0.4918,0.46895555555555596,0.343,0.539,0.3082,0.2478,0.376,3585,934,256,804,24.1,7,24.1,5,25.1,5
2008/09,Niña,15,91.3,160,52,234,49,practicamente no susceptible,0.196241666666667,0.1846,0.2065,0.33686666666666704,0.2601,0.3718,0.5895,0.5344,0.6676,0.539466666666667,0.4324,0.65,0.43633333333333296,0.4038,0.4812,0.500208333333333,0.4293,0.5388,0.33298333333333296,0.2813,0.379,2854,937,256,804,24.1,7,24.1,5,25.1,5
2008/09,Niña,19,53.6,160,62,234,59,practicamente no susceptible,0.210857142857143,0.1913,0.227,0.346885714285714,0.3276,0.3723,0.593914285714286,0.5674,0.6452,0.540971428571429,0.5012,0.5602,0.42072857142857095,0.398,0.4395,0.5055142857142859,0.4695,0.5205,0.391457142857143,0.3449,0.4426,1633,937,256,804,24.1,7,24.1,5,25.1,5
2009/10,Niño,15,141.8,400,675,297,30,altamente susceptible,0.3622,0.3109,0.4467,0.5490375,0.5015,0.6266,0.60555625,0.5402,0.7685,0.661325,0.6246,0.6984,0.61771875,0.583,0.6677,0.572375,0.528,0.6231,0.36170625,0.28,0.4747,9284,1379,1529,1662,21.7,2,22.7,0,25.2,1
2009/10,Niño,CANADA SUR,72.8,400,675,297,52,moderadamente susceptible,0.3515125,0.338,0.3877,0.4914625,0.461,0.5377,0.6601625,0.5782,0.7539,0.6921375,0.6451,0.7368,0.6554875,0.5718,0.7435,0.61135,0.5528,0.659,0.3892,0.3613,0.4337,7307,1384,1540,1661,21.7,2,22.7,0,25.2,1
2009/10,Niño,BUEYES NORTE,100.4,382,675,301,38,levemente susceptible,0.335418181818182,0.3081,0.367,0.617318181818182,0.4941,0.6828,0.699372727272727,0.6346,0.744,0.677181818181818,0.6589,0.7365,0.6851272727272729,0.6539,0.706,0.647618181818182,0.6013,0.6798,0.5117181818181821,0.4788,0.5642,10253,1374,1534,1662,21.7,2,22.7,0,25.2,1
2009/10,Niño,GRAFF,213.8,400,675,297,52,moderadamente susceptible,0.323269565217391,0.2148,0.4262,0.44491739130434804,0.2242,0.5372,0.616665217391304,0.5073,0.6768,0.713969565217391,0.6656,0.7998,0.6847086956521741,0.5981,0.8198,0.6400043478260871,0.5649,0.8353,0.5314869565217389,0.4104,0.7257,8396,1384,1540,1661,21.7,2,22.7,0,25.2,1
2009/10,Niño,2A,35.2,None,None,None,None,None,0.30546,0.2939,0.3102,0.52622,0.5023,0.5895,0.6661,0.6366,0.6849,0.76812,0.6505,0.8043,0.59686,0.5255,0.6531,0.5677,0.5139,0.6289,0.46164,0.416,0.4839,8531,None,None,None,21.7,2,22.7,0,25.2,1
2009/10,Niño,TIO YESI,44.0,407,644,324,35,levemente susceptible,0.268733333333333,0.2576,0.2817,0.40705,0.3672,0.4362,0.54995,0.5165,0.5754,0.75185,0.744,0.7701,0.6325,0.617,0.6463,0.53905,0.5248,0.5653,0.241616666666667,0.2026,0.2781,7921,1354,1563,1650,21.7,2,22.7,0,25.2,1
2009/10,Niño,EL RANCHO REPRESA,44.0,394,644,314,35,levemente susceptible,0.296866666666667,0.2763,0.3412,0.38995,0.3767,0.4212,0.562983333333333,0.4914,0.6084,0.641766666666667,0.5827,0.737,0.601583333333333,0.5578,0.6525,0.514283333333333,0.4501,0.5899,0.328516666666667,0.2764,0.3655,5247,1350,1542,1646,21.7,2,22.7,0,25.2,1
2009/10,Niño,ABRA DE LA CRUZ 4,64.0,397,618,315,39,moderadamente susceptible,0.302222222222222,0.268,0.3399,0.473733333333333,0.3643,0.5181,0.6519222222222221,0.5958,0.6895,0.7448555555555559,0.7087,0.7865,0.636011111111111,0.5696,0.6681,0.533144444444444,0.4847,0.5735,0.20303333333333298,0.1765,0.2975,6782,1348,1551,1639,21.7,2,22.7,0,25.2,1
2009/10,Niño,SAN ALBERTO 9,51.0,418,668,327,37,levemente susceptible,0.26668571428571397,0.2514,0.2923,0.206942857142857,0.0,0.3898,0.647285714285714,0.568,0.6944,0.690514285714286,0.6422,0.7572,0.574857142857143,0.4751,0.6236,0.477428571428571,0.4599,0.4928,0.288228571428571,0.2684,0.3309,7220,1365,1566,1643,21.7,2,22.7,0,25.2,1
2009/10,Niño,13,117.7,432,706,324,49,practicamente no susceptible,0.3196125,0.2727,0.4351,0.55081875,0.4328,0.6672,0.63765,0.4393,0.7168,0.6997,0.5421,0.7962,0.60765,0.5461,0.6546,0.53933125,0.3667,0.5792,0.41631875,0.3468,0.5097,7350,1357,1526,1640,21.7,2,22.7,0,25.2,1
2009/10,Niño,1,27.4,427,711,319,None,None,0.25555,0.2394,0.2773,0.5361,0.4837,0.5835,0.6939,0.6328,0.7329,0.747575,0.675,0.8299,0.650175,0.6339,0.6774,0.569475,0.5478,0.5808,0.4196,0.4118,0.4348,8059,1359,1544,1651,21.7,2,22.7,0,25.2,1
2010/11,Niña,1,81.5,66,114,288,38,levemente susceptible,0.340822222222222,0.2946,0.3743,0.340822222222222,0.2946,0.3743,0.564788888888889,0.5431,0.578,0.530322222222222,0.493,0.6032,0.5713,0.5482,0.6247,0.418033333333333,0.3845,0.4423,0.380933333333333,0.355,0.3999,7802,341,551,1306,20.6,1,24.1,2,25.8,5
2010/11,Niña,7 NORTE,103.1,68,120,298,50,practicamente no susceptible,0.29245454545454497,0.2749,0.309,0.29245454545454497,0.2749,0.309,0.648109090909091,0.5778,0.7287,0.5702,0.3065,0.6504,0.536772727272727,0.3065,0.6024,0.342709090909091,0.314,0.3583,0.313709090909091,0.2449,0.3492,6956,336,554,1301,20.6,1,24.1,2,25.8,5
2010/11,Niña,3,264.1,68,120,298,73,levemente susceptible,0.28293214285714297,0.228,0.3806,0.28293214285714297,0.228,0.3806,0.594578571428571,0.5447,0.6294,0.588332142857143,0.4079,0.6387,0.544860714285714,0.3358,0.6576,0.414407142857143,0.3687,0.4751,0.405146428571429,0.3286,0.534,6694,341,544,1321,20.6,1,24.1,2,25.8,5
2010/11,Niña,19,57.7,68,120,298,50,practicamente no susceptible,0.28492857142857103,0.2755,0.31,0.28492857142857103,0.2755,0.31,0.629557142857143,0.6024,0.6544,0.623171428571429,0.566,0.6736,0.635957142857143,0.5896,0.6736,0.380057142857143,0.3494,0.4278,0.3421,0.3048,0.4178,7907,336,554,1301,20.6,1,24.1,2,25.8,5
2010/11,Niña,SAVINO,56.2,60,140,281,44,altamente susceptible,0.314483333333333,0.2571,0.356,0.314483333333333,0.2571,0.356,0.635966666666667,0.6034,0.6723,0.633833333333333,0.587,0.6718,0.486333333333333,0.4389,0.5391,0.45853333333333296,0.4016,0.5713,0.275133333333333,0.2558,0.3006,7449,318,709,1324,20.6,1,24.1,2,25.8,5
2010/11,Niña,9,79.7,69,117,285,50,moderadamente susceptible,0.24675454545454498,0.2306,0.2545,0.492490909090909,0.4374,0.5498,0.492490909090909,0.4374,0.5498,0.44658181818181797,0.4016,0.4735,0.44658181818181797,0.4016,0.4735,0.305945454545455,0.2762,0.3787,0.294536363636364,0.2686,0.3323,4324,372,468,1380,20.6,1,24.1,2,25.8,5
2010/11,Niña,10,102.6,69,117,285,50,moderadamente susceptible,0.238107142857143,0.2117,0.2914,0.501857142857143,0.4066,0.5546,0.501857142857143,0.4066,0.5546,0.483428571428571,0.3222,0.5908,0.42382857142857094,0.3222,0.4911,0.338571428571429,0.2937,0.3637,0.3362,0.2969,0.4009,4808,372,472,1655,20.6,1,24.1,2,25.8,5
2010/11,Niña,20,14.8,71,119,286,49,practicamente no susceptible,0.32485,0.3201,0.3296,0.4479,0.4343,0.4615,0.4479,0.4343,0.4615,0.3746,0.3365,0.4127,0.3362,0.3359,0.3365,0.32295,0.3087,0.3372,0.31265,0.2718,0.3535,3669,371,467,1391,20.6,1,24.1,2,25.8,5
2011/12,Niña,3C3 RIEGO,56.5,241,80,153,30,altamente susceptible,0.232516666666667,0.1994,0.2453,0.50215,0.4501,0.5781,0.60745,0.5577,0.6511,0.596233333333333,0.5532,0.626,0.633783333333333,0.5675,0.7101,0.475766666666667,0.3864,0.5913,0.357366666666667,0.2036,0.6326,7685,887,666,735,22.3,0,23.4,3,25.9,13
2011/12,Niña,1C1 RIEGO,56.9,241,80,153,13,practicamente no susceptible,0.666266666666667,0.6427,0.7243,0.752233333333333,0.6358,0.813,0.6988,0.6581,0.7435,0.70995,0.6591,0.7627,0.684383333333333,0.6676,0.7123,0.470283333333333,0.4364,0.4842,0.24951666666666703,0.2201,0.2806,13315,868,645,744,22.3,0,23.4,3,25.9,13
2011/12,Niña,4,83.6,205,82,131,50,moderadamente susceptible,0.43397272727272695,0.3141,0.5703,0.6211272727272731,0.4986,0.6539,0.650545454545455,0.5508,0.7393,0.523645454545455,0.4174,0.6006,0.501218181818182,0.4411,0.5823,0.216436363636364,0.1928,0.2653,0.1696,0.138,0.2678,4414,837,725,716,22.3,0,23.4,3,25.9,13
2011/12,Niña,14,90.0,207,83,132,50,moderadamente susceptible,0.47625,0.3858,0.5387,0.546783333333333,0.4877,0.7485,0.537691666666667,0.4883,0.5776,0.45375,0.4274,0.5021,0.316008333333333,0.3025,0.3431,0.19039166666666701,0.1691,0.2242,0.218641666666667,0.1738,0.2774,2763,816,704,734,22.3,0,23.4,3,25.9,13
2011/12,Niña,15,104.6,207,83,132,50,moderadamente susceptible,0.50715,0.4411,0.6708,0.558307142857143,0.3828,0.7253,0.519057142857143,0.4327,0.573,0.46213571428571404,0.4137,0.4962,0.38015,0.3027,0.4752,0.20491428571428602,0.1805,0.2351,0.19290714285714297,0.1427,0.2359,3153,811,703,734,22.3,0,23.4,3,25.9,13
2011/12,Niña,18,45.4,207,83,132,49,practicamente no susceptible,0.37638333333333296,0.3259,0.4265,0.5538666666666671,0.5111,0.6236,0.49605,0.3976,0.6006,0.429883333333333,0.3731,0.479,0.368183333333333,0.3028,0.4502,0.2121,0.1841,0.2423,0.2046,0.1669,0.2816,2838,811,703,734,22.3,0,23.4,3,25.9,13
2012/13,Neutro,2C2,110.3,127,604,91,50,practicamente no susceptible,0.279,0.2294,0.3444,0.279,0.2294,0.3444,0.6606666666666671,0.6312,0.6981,0.620183333333333,0.5741,0.6804,0.585125,0.5125,0.6867,0.576941666666667,0.481,0.7678,0.346925,0.2348,0.5263,7855,965,1748,757,22.7,0,23.7,2,24.4,3
2012/13,Neutro,1C4,81.0,127,604,91,50,practicamente no susceptible,0.26315555555555603,0.2455,0.3269,0.26315555555555603,0.2455,0.3269,0.676855555555556,0.6399,0.7125,0.657033333333333,0.6215,0.7943,0.609722222222222,0.4998,0.7291,0.6467888888888891,0.4994,0.7543,0.399788888888889,0.2941,0.5694,8917,965,1748,757,22.7,0,23.7,2,24.4,3
2012/13,Neutro,21,62.1,127,604,91,34,practicamente no susceptible,0.267014285714286,0.1954,0.3634,0.267014285714286,0.1954,0.3634,0.541628571428571,0.5113,0.6224,0.561828571428571,0.5337,0.6334,0.539542857142857,0.5072,0.5613,0.5392714285714291,0.5108,0.5738,0.299614285714286,0.2444,0.3718,7591,969,1751,760,22.7,0,23.7,2,24.4,3
2012/13,Neutro,6,255.8,127,604,91,40,moderadamente susceptible,0.326114285714286,0.2369,0.3884,0.326114285714286,0.2369,0.3884,0.6543,0.4691,0.7345,0.5800571428571429,0.5379,0.6481,0.567232142857143,0.4612,0.6979,0.467842857142857,0.3853,0.6692,0.257028571428571,0.2222,0.3794,8699,959,1748,758,22.7,0,23.7,2,24.4,3
2012/13,Neutro,TEMPEL,192.2,127,604,91,40,moderadamente susceptible,0.34075454545454503,0.283,0.4825,0.34075454545454503,0.283,0.4825,0.633536363636364,0.5639,0.7064,0.614468181818182,0.5781,0.6908,0.5858772727272731,0.5031,0.6723,0.508177272727273,0.3245,0.6141,0.34125454545454503,0.2729,0.4253,10343,944,1749,758,22.7,0,23.7,2,24.4,3
2013/14,Neutro,PROGRESO,187.3,353,108,317,30,altamente susceptible,0.36537619047619,0.3064,0.418,0.5299,0.3635,0.6497,0.664190476190476,0.6042,0.7786,0.57617619047619,0.3649,0.6661,0.525061904761905,0.4702,0.6238,0.474961904761905,0.4365,0.586,0.380442857142857,0.3095,0.4609,5103,1421,461,1604,21.5,0,26.8,17,25.9,11
2013/14,Neutro,SAUCE B,53.8,353,108,317,32,moderadamente susceptible,0.471816666666667,0.4452,0.4917,0.707333333333333,0.6795,0.7601,0.749316666666667,0.7058,0.7839,0.603166666666667,0.4361,0.6451,0.4554,0.4496,0.4593,0.452283333333333,0.4012,0.4747,0.306483333333333,0.2575,0.3689,7150,1445,461,1627,21.5,0,26.8,17,25.9,11
2013/14,Neutro,1C2,71.1,375,103,326,34,practicamente no susceptible,0.51595,0.3864,0.6532,0.5671625,0.2984,0.7252,0.6339125,0.4739,0.791,0.6374125,0.5771,0.6916,0.5296,0.4748,0.593,0.499775,0.4145,0.6365,0.305375,0.1767,0.3885,10131,1429,462,1587,21.5,0,26.8,17,25.9,11
2013/14,Neutro,PR2,18.0,330,80,198,65,moderadamente susceptible,0.345,0.3333,0.3567,0.4699,0.3456,0.5942,0.63985,0.6394,0.6403,0.55775,0.4842,0.6313,0.53475,0.5121,0.5574,0.4484,0.4484,0.4484,0.3378,0.3137,0.3619,6485,1324,494,1300,21.5,0,26.8,17,25.9,11
2013/14,Neutro,PR4,9.1,330,80,198,65,moderadamente susceptible,0.4429,0.4429,0.4429,0.7159,0.7159,0.7159,0.749,0.749,0.749,0.6538,0.6538,0.6538,0.476,0.476,0.476,0.3767,0.3767,0.3767,0.2681,0.2681,0.2681,8120,1324,494,1300,21.5,0,26.8,17,25.9,11
2014/15,Niño,17,51.9,251,275,524,40,moderadamente susceptible,0.49223333333333297,0.3236,0.5491,0.593966666666667,0.4629,0.6597,0.680733333333333,0.6386,0.714,0.6144333333333329,0.5974,0.6414,0.6144333333333329,0.5974,0.6414,0.527983333333333,0.4954,0.614,0.362583333333333,0.2693,0.5583,9980,1441,1151,1743,20.9,0,22.9,0,24.3,0
2014/15,Niño,1C1,54.3,251,275,524,34,practicamente no susceptible,0.556283333333333,0.4883,0.6347,0.5898,0.5212,0.6911,0.693383333333333,0.6425,0.7244,0.598783333333333,0.576,0.6439,0.598783333333333,0.576,0.6439,0.54145,0.5319,0.5494,0.30628333333333296,0.2733,0.3701,11876,1431,1126,1746,20.9,0,22.9,0,24.3,0
2014/15,Niño,2C1,61.7,251,275,524,34,practicamente no susceptible,0.4216,0.2711,0.5348,0.5197,0.3561,0.6907,0.652142857142857,0.6049,0.6904,0.651528571428571,0.5974,0.7633,0.651528571428571,0.5974,0.7633,0.5885714285714291,0.5015,0.7229,0.36824285714285704,0.199,0.6175,12463,1431,1129,1744,20.9,0,22.9,0,24.3,0
2014/15,Niño,7,246.6,251,275,524,50,practicamente no susceptible,0.449474074074074,0.3517,0.5258,0.54902962962963,0.2563,0.6473,0.668292592592593,0.5675,0.7553,0.595088888888889,0.5192,0.6608,0.595088888888889,0.5192,0.6608,0.379196296296296,0.16,0.5401,0.255681481481481,0.1798,0.3021,7668,1433,1135,1743,20.9,0,22.9,0,24.3,0
2014/15,Niño,CD1,163.7,285,275,485,50,moderadamente susceptible,0.543944444444444,0.4761,0.6179,0.587527777777778,0.2731,0.6588,0.698388888888889,0.6222,0.7717,0.6124,0.4753,0.6859,0.6124,0.4753,0.6859,0.5201055555555559,0.4042,0.5535,0.304572222222222,0.251,0.4566,9000,1323,1085,1751,20.9,0,22.9,0,24.3,0
2014/15,Niño,PR5,18.1,205,236,428,65,moderadamente susceptible,0.595,0.549,0.641,0.5974,0.4434,0.7514,0.7246,0.6493,0.7999,0.6487,0.6459,0.6515,0.6487,0.6459,0.6515,0.4301,0.3502,0.51,0.20905,0.2015,0.2166,9284,1178,1126,1749,20.9,0,22.9,0,24.3,0
2014/15,Niño,PR3,8.5,205,236,428,65,moderadamente susceptible,0.585,0.585,0.585,0.6259,0.6259,0.6259,0.6397,0.6397,0.6397,0.6154,0.6154,0.6154,0.6154,0.6154,0.6154,0.4014,0.4014,0.4014,0.3073,0.3073,0.3073,9015,1178,1126,1749,20.9,0,22.9,0,24.3,0
2015/16,Niño,CD1,35.2,196,263,143,50,moderadamente susceptible,0.597675,0.5359,0.6246,0.597175,0.4946,0.7206,0.65345,0.4893,0.7833,0.641125,0.5292,0.6826,0.579475,0.5678,0.5934,0.4578,0.4457,0.4663,0.275075,0.2525,0.3023,7500,822,1013,539,20.5,0,24.0,1,26.5,9
